filename,id_number,hyphenated_code,field1,field2,field3,field4,field5,field6
000216,119556,2-OR-91,PH PRODUKTION,WST BUERO LAGERHALTUNG,MITARBEITER BETRIEBSSYSTEM,F/HAEFLIGER,D/91,A1C4
000542,110539,2-DU-90,BRADORAL PH,PATIENT GESICHT MANN HALS,SCHMERZ,D/87 DETAILING AID,A2AZ,
000419,117384,3-DU-90,SVP SWISS QUALITY PHARMAC.,GAMME BRAUSETABLETTEN SIRUP,AMPULLE KAPSEL TABLETTEN,I SERVIQUIN 50 SERVICILLIN,I SERVIDRAT P/32847,I AIDS
0001013,119844,3-OR-91,LOCASALEN PH,FRANZÖSISCH,SALBE TUBE,| D/90,S/VILLIGER,A2B1
000557,117598,3-OR-91,BRADORAL PH,PACKUNGEN 0.5 AEGYPTEN,ENGLISCH 20 PASTILLEN,P/42218,D/91,A2A2
0001666,108477,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,,D/88,A1A7
0001031,117343,2-DR-90,LOGROTON PH,TABLETTE AUFLOESUNG,,,I A2B1,2-DR-90 117343
000787,110711,3-DR-90,FORTISAN PH,PACKUNGEN DOSE GOLD DRINK,SAUDI ARABIEN,P/31274,D/87,A2A6
000970,120338,2-DR-91,LOCACORTEN PH,STEINE NASS,SAUDI ARABIEN,P/42264,D/91,A281
0001348,111856,2-OR-90,OTRIVIN PH,DOSING SPRAY CONSUMER,LEAFLET SAUDI ARABIEN 90,| P/41107,| D/90,| A2B4
000598,121837,3-OR-92,PH CIBADREX,DOSIERUNGEN 20/25 10/12.5,5/ 6.25,F/HAEFLIGER,D/92,A2A3
0001314,111262,3-OR-90,DRIMETEN PH,250 MG,ANTI TUMOR,D/87,A2B4,
0001508,108465,2-OR-B9,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,,D/88,A1A7,
000714,110648,3-OR-90,ESTRADERM TTS PH,,PFLASTER,,A2A5,
000684,122521,2-OR-93,ESTRADERM T1S PH,INSERT,,,A2A5,
000733,1106B3,3-OR-90,EURAY PHI,ISRAEL PACKUNG LOTION,DETAILING AID 1988,P/32597,A2A5,
000938,110902,3-DR-90,LAMPREN PH,PACKUNGEN LEPRA IST HEILBAR,RIMACTANE LAMPRENE,P/32547,D/89,A2R1
000599,110597,3-DR-90,CIRACALCINE PH,PACKUNGEN AMPULLEN,TUNESIEN,D/3.88,A2A3,
000344,115063,1-OR-90,SVP,PRODUKTION TROCKNUNG,SERVIPROFEN MITARBEITER,,A1DZ,1-OR-90 115063
0001127,111033,3-OR-90,MB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,AZB2
0001638,109846,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,TABLETTEN,D/88,A1A7
0001149,111047,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,,P/50815,D/B8,A2B2
000719,110669,Z-DR-90,EURAX PH,MANN RUECKEN KRATZEN HAND,,,A2A5,
0001718,108501,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,: MITARBEITER,: D/88,: A1A7
0001520,108397,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,METTLER GERAET,AIA7,
0001120,111027,3-DR-90,PB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,A2B2
000141,107001,2-OR-88,PH PRODUKTION,WSH-2112,ROEHRN,F/MACK,D/88,A1C3
000402,117384,3-OR-90,SVP SWISS QUALITY PHARMAC.,GAMME BRAUSETABLETTEN SIRUP,AMPULLE KAPSEL TABLETTEN,SERVIQUIN 50 SERVICILLIN,SERVIDRAT P/32847,A1D3
000335,115510,2-QR-90,PHI,SERVITROCIN PACKUNGEN 500,STAPPLER,,,AIDI
000495,110499,2-DR-90,ANAFRANIL PH,FRAU BATIK KLEID,NACHDENKLICH,,A2A1,
000912,110766,3-DU-90,HEMERAN PH CH OTC,MAILING EINFUEHRUNG,,D/2.89,A2A9,
000449,119843,3-OR-91,SVP SERVIDOXYNE 100,SPANISCH,KAPSEL GRUEN,P/32807,D/90 S/VILLIGER,A1D3
0001928,117489,2-08-90,ARZT PATIENT PH,ARM BLUTDRUCKMESSER,KRANKENSCHWESTER,MAGAZIN 4/90 P/23004 S.19,D/90,A1B1
00074,109689,2-OR-89,PH PRODUKTION K-640,GARDEROBEN,MITARBEITER,F/HAEFLIGER,D/87,AICI
0001636,108378,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,TABLETTEN,D/88,A1A7
000819,118799,3-DR-91,GLYVENOL PH,PACKUNG BLISTER 200,20 DRAGEES,,D/91,A2A7
0001409,117450,3-DR-90,OTRIVIN PH,PACKUNGEN NASENTROPFEN,KINDER ERWACHSENE ENGLISCH,,A2B4,
0001073,110994,3-DR-90,LUDIOMIL PH,MANN PORTRAIT KLAR FENSTER,AUGEN ANGESPANNT,REGENTROPFEN,,AZB1
000578,110557,3-OR-90,BRADORAL PH,PACKUNG ARABISCH TABLETTEN,SAUDI ARABIEN,,A2A2,
0001456,111872,2-OR-90,PRELLORAN PH,MANN SCHWARZ FUSSBALLFELD,SCHMERZ KNIE,P/42173,D/90,A2B5
000943,110908,3-DR-90,LIDAPRIN PH,PACKUNGEN 100 ML SIROUP,FLASCHE LOEFFEL,P/12179,A2B1,
000641,110662,3-OR-90,ESTRADERM TTS PH,PACKUNGEN ESTRADERM 50,,P/15636,A2A5,
000131,107033,2-DR-88,PH PRODUKTION,WSH-2112,STEUERUNG,! F/MACK,! D/B8,! A1C3
0001462,111411,2-OR-90,PRELLORAN PH,MANN KRAFTTRAINING SCHMERZ,KNIE SPORT,,,A2B5
0001088,1109B0,1-OR-90,LUDIOMIL PH,WINTER SCHNEE FELD BAUM,,D/81,A2B1,
0001698,108515,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,: MITARBEITERIN,: D/88,: A1A7
000965,110923,2-OR-90,LOCACORTEN PH,HAUTPROBLEME FRAU NACKT,ARME RUECKEN OBEN,,,A2B1
000213,115181,1-QR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,A1C4,
000980,118802,3-OR-91,LOCACORTEN PH,TUBE PACKUNG CREME 15 G,,D/91,A281,
0001229,111107,3-DR-90,NITRODERM TTS PH,SAUDI ARABIEN DETAILING AID,TOURIST,! P/32552,! Q/NOF,! A2B3
0001317,112261,2-OR-90,OTRINOL PH,MANN AUTOFAHREN AUTO WEISS,,P/42101 S/SCHEIDEGGER,D/90,A2B4
0001685,108500,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,! MITARBEITER,: D/88,: A1A7
0001622,108387,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,: MITARBEITER,: D/88,: A1A7
000616,110609,3-DR-90,CIBALGIN GAMME PH CH OTC,PACKUNGEN,PFEIL,,A2A3,
0001740,108542,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,! D/88,! A1A7
0001779,114873,1-GR-90,PATIENT PH,MANN ALT BETT SPITAL,,!,IAIBI,
000365,115060,1-OR-90,SVP,PRODUKTION,SERVIPROFEN MITARBEITER,,AIDZ,
000887,110762,3-DU-90,HEMERAN PH CH DTC,SCHAUFENSTER 87,,P/31540,D/87,A2A8
000961,117309,1-DR-90,LOCACORTEN PH,LOCASALEN DERMATOLOGIE,AUSSCHLAG KNIE VORHER,,! AZB1,
000632,114807,2-DR-90,DESFERAL PH,POSTER PRAXIS TUER OFFEN,HINTERGRUND THALASSAEMIA,P/32802,D/90,AZA4
000156,106987,2-OR-88,PH PRODUKTION,WSH-2112 UMWELTSCHUTZ,ABLUFT NASSWAESCHER,! F/MACK,! D/88,! A1C3
0001910,117395,2-DU-90,ARZT PATIENT SVP SWISS,QUALITY PHARMACEUTICALS,PRAXIS PATIENTIN SITZUNG,P/32847,D/90,A181
0001847,114954,1-OR-90,PATIENT PH,FRAU ALT ROLLSTUHL PFLEGER,JEANSJACKE PORTRAIT,,I AIBI,
000983,118440,3-DR-91,LOCACORTEN PH,TUBE PACKUNG,,| P/42416,| D/91,| A2B1
000843,110750,3-DU-90,HEMERAN PH CH DTC,GAMME,,,D/90,A2AB
0001406,111291,3-OR-90,OTRIVIN PH,SAUDI ARABIEN 89,DOKUMENTATION,S/BUEHLER,D/89,A284
0001658,109626,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/88,A1A7
000459,116626,3-OR-90,SVP,SERVITROCINE 200 250 500,PACKUNG FRANZÖSISCH,S/VILLIGER P/42019,D/90,A1D3
00026,115239,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,DRAGEES,,AIC4,
0001778,115011,2-DU-90,SUJET PH,AIDS MANN,KOPF,| C/ FOTO CIBA-,| AIBI,
0001250,111129,2-OR-90,NITRODERM TTS PH,OBERKOERPER MANN HAND,PFLASTER,,D/81,A283
000504,110504,3-OR-90,ANAFRANIL PH,DRAGEES,,,A2A1,
000202,119668,2-OR-91,PH PRODUKTION,WST ENERGIE,,F/HAEFLIGER,D/91,A1C4
000906,110764,3-DU-90,HEMERAN PH CH OTC,PACKUNGEN GEL CREME LOTION,,,A2A8,
0001352,118279,2-DR-91,OTRIVIN PH,DUBAI FRAU ROSE RIECHEN,,P/42239,D/91,A284
000111,110259,2-OR-90,PH PRODUKTION,WSH-2112,,F/HILTBRAND,D/89,AIC3
000788,110712,3-DR-90,FORTISAN PH,PACKUNGEN DOSE GRUEN,DRINK SAUDI ARABIEN,P/31274,D/87,A2A6
000724,110673,2-DR-90,EURAX PH,ARABER GEWEHR VOEGEL MANN,,,D/80,A2A5
000779,110703,3-QR-90,FORTISAN PH,SAUDI ARABIEN CANDIES,DARREICHUNGSFORM M,I,D/88,A2A6
0001004,110930,3-OR-90,LOCASALEN PH,PAPIER EXZEM,,,A2B1,
000380,115098,1-DR-90,SVP,PRODUKTION LAGER PALETTEN,MITARBEITER STAPLER,,A1DZ,
000606,110600,3-OR-90,CIBALGIN PH,PACKUNGEN TABLETTEN,ENGLISCH,,A2A3,
0001318,112260,2-OR-90,OTRINOL PH,MANN AUTOFAHREN AUTO WEISS,,P/42101 S/SCHEIDEGGER,D/90,A2B4
000948,110913,3-OR-90,LIORESAL PH,MANN ROLLSTUHL,,P/12428,AZB1,
0001305,111254,3-OR-90,NUPERCAINAL PH,SAUDI ARABIEN STANDARD,CARD,! P/32927,! D/89,! A2B3
0001753,109144,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORM,D/88,A1A7,
0001190,111083,2-OR-90,NICOTINELL TTS PH,FRAU ZIGARETTE PORTRAIT,RAUCHEN BLOND,P/32789,D/89,A2B3
000653,117326,1-OR-90,ESTRADERM TTS PH,INSERAT PHCH FRAU,,Q/W+B,AZA5,
0001523,108414,2-OR-89,PH. FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,AIA7
000795,110719,3-DR-90,FORTISAN PH,PACKUNGEN TUETE BONBONS,SAUDI ARABIEN,P/31274,D/B7,A2A6
0001996,114963,3-QR-90,AERZTE PH,MAENNER KITTEL WEISS,SCHWARZ ASIATE STETHOSKOP,,D/90,AIB1
0001675,108483,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,AMPULLEN,D/89,A1A7
0001736,108537,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/B8,A1A7
0001357,111279,2-OR-90,OTRIVIN PH,MANN SCHWARZ NASE AUGEN,PROFIL,,A2B4,
0001818,114880,2-DR-90,PATIENT PH,FRAU SPITAL BETT INFUSION,,,A1B1,
000786,110710,3-DR-90,FORTISAN PH,PACKUNGEN DOSE GELB,DRINK SAUDI ARABIEN,P/31274,D/87,A2A6
0001868,118573,2-OR-91,PATIENT PH,MANN HUERDENLAUF SCHMERZ,BEIN WADEN SPORT,,!!! A1B1,
000502,121797,3-DR-92,ANAFRANIL PH,SUIET GRAFIK,,,A2A1,
00078,108672,2-DR-89,PH PRODUKTION K-640,KESSEL BLAU,ROEHRON,F/HAEFLIGER,D/87,AIC1
000272,115194,1-QR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,A1C4,,
0001701,108506,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,: MITARBEITER,: D/88,: A1A7
0001275,11114A,2-DR-90,NITRODERM TTS PH,PFLASTER MESSBAND,,| Q/B+W,| A2B3,
000565,110544,3-OR-90,RRADORAL SPRAY PH,DOKOMENTATION ISRAEL,INFORBLATT,D/89,AZAZ,
0001017,117333,3-DR-90,LOGROTON PH,TABLETTE DARREICHUNGSFORM,,,AZB1,
0001030,117342,2-DR-90,LOGRITON PH,TABLETTE AUFLOSUNG,,,A781,
000800,110724,3-DR-90,FORTISAN PH,DOKUMENTATION SAUDI ARABIEN,,S/BUEHLER,D/89,A2A6
0001617,108390,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,MITARBEITER,D/88,A1A7
000785,110709,3-DR-90,FORTISAN PH,PACKUNGEN DOSE BRAUN,DRINK SAUDI ARABIEN,P/31274,D/87,A2A6
000346,115144,2-OR-90,SVP,MITARBEITER,,,AID3,
0001187,111099,J-DR-90,NICOTINELL TTS PH,MANN ZIGARETTE RAUCHEN,PORTRAIT PROFIL,P/32789,D/89,A2B3
000752,117149,2-DR-90,FORADIL PH,KIND ASTHMA INHALATOR,DOSIER AEROSOL,P/23001 MAGAZIN 1/90 H,D/90,AZAG
000153,107021,2-DR-89,PH PRODUKTION,WSH-2112,ROEHRN,F/MACK,D/88,A1C3
0001803,114891,2-OR-90,PATIENT PH,MANN WALD SPAZIEREN HUND,WSH BROSCHUERE,P/22757,,A1B1
000886,110762,3-DR-90,HEMERAN PH CH DTC,SCHAUFENSTER 87,,P/31540,D/87,A2A8
0001660,109842,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,! AMPULLEN,! D/88,! A1A7
0001678,108472,2-0R-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/88,A1A7
000964,110922,2-DR-90,LOCACORTEN PH,HAUTPROBLEME FRAU NACKT,ARME RUECKEN OBEN,,AZB1,
000562,116763,3-DU-90,BRADORAL PH,SPRAY PACKUNG,,| S/RUEHLER,| D/90,| A2A2
0001709,109847,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,MITARBEITERIN SUPPOSITORIEN,D/88,A1A7
0001720,108535,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,,D/88,A1A7
000226,115241,1-00-90,PH PRODUKTION,MST QUALITAETSKONTROLLE,VERFALLDATUM,P/32847,A1C4,
000576,113084,3-OR-90,BRADORAL PH,PACKUNG BLISTER ENGLISCH,TABLETTEN,D/90,A2A2,
0001812,117961,2-DR-91,PATIENT PH,MANN RUECKEN SCHMERZ,RUECKENSCHMERZEN,,A1B1,
000466,117313,3-DR-90,SVP,SERVIZOL 200MG 250MG,SPANISCH PACKUNGEN,,A1D3,
000533,118265,1-OR-91,BRADORAL PH SAUDI ARABIEN,CHINA BAGODE,HENRYK POST KARTE,P/124229,D/91,A2A2
000281,115160,1-DR-90,PH PRODUKTION,MST QUALITAETSKONTROLLE,,I I,AIC4,
000251,115191,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,,A1C4,
0001288,111248,3-OR-90,NITRODERM TTS PH,PFLASTER,,,A2B3,
000381,115097,1-OR-90,SVP,PRODUKTION LAGER PALETTEN,MITARBEITER STAPLER,,A10Z,
000245,115153,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,ANALYSE,,AIC4,
0001691,108488,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,D/88,A1A7,
0001719,108561,2-QR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,MITARBEITERIN,D/B8,A1A7
00029,119445,Z-OR-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,A1C1
0001387,111879,3-OR-90,OTRIVIN PH,DOSING SPRAY SAUDI ARABIEN,,P/32921 P/42107,D/B9 S/BUEHLER,
0001841,114883,2-OR-90,PATIENT PH,FRAU SPITAL BETT GLAS,KRANKENSCHWESTER TABLETTE,,A1B1,
0001396,111374,3-OR-90,OTRIVIN PH,GAMME HOLLAND,SELFMEDICATION,F/ATELIER,D/BP P/32099,A2B4
0001099,110991,2-OR-90,LUDIOMIL PH,FRAU BETT LAMPE NACHDENKEN,NACHTHEMD SITZEN BETTRAND,,¦ A2B1,
0001126,111037,3-DR-90,MB-COMBI PB-COMBI PH,PACKUNG BLISTER,,S/VILLIGER,D/89,AZ82
000121,107023,2-OR-88,PH PRODUKTION,WSK-2112,ROEHRAN,! F/MACK,! D/88,! AIC3
0001003,110931,3-DR-90,LOCASALEN FH,PAPIER EXIEM,,,A2B1,
000214,11517B,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN,,A1C4,
00032,119441,2-DR-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,AICI
000136,107038,2-OR-88,PH PRODUKTION,WSH-2112,,! F/MACK,! D/88,! A1C3
000490,117319,3-DR-90,ANAFRANIL PH,GROSSDIA,SCHRIFT FARBIG,P/34347,A2A1,
000404,115128,2-DU-90,SVP,SERVIPROFEN SERVIMETA,SERVIGESIC PACKUNGEN,BLISTER,AID3,
0001696,108517,2-QR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
000175,115215,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE KAPSELN,,,A1C4
000794,110718,3-OR-90,FORTISAN PH,PACKUNGEN DOSE MITTELGROSS,ENGLISCH NATURAL HERBAL,P/31274,D/87,A2A6
0001716,108491,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
0001362,111294,3-OR-90,OTRIVIN PH,SCHAUFENSTERDEKO,,,A2B4,
000736,110684,3-DR-90,EURAX PHI,PACKUNG TUBE LOTION,,,A2A5,
0001297,113215,3-DR-90,NITRODERM TTS PH,SAUDI ARABIEN,PACKUNGEN MUSTER,P/421ZZ,D/90,A2B3
0001837,114988,2-OR-90,ARZT. PATIENT + SVJET PH,KRANKENSCHWESTER SPITAL,BETT FRAU BLUTDRUCKMESSER,,,! AIBI
000398,115140,3-DR-90,SVP,DOKUMENTATION,,A103,,
0001267,11118,2-OR-90,NITRODERM TTS PH,STATUE PFLASTER HAND ROT,FINGERNAEGEL,,A2B3,
0001744,108525,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,NEUARTIGE DARREICHUNGSFORME,! MITARBEITER,: D/88,: A1A7
000960,117308,1-OR-90,LOCACORTEN PH,LOCASALEN DERMATOLOGIE,AUSSCHLAG FUSS NACHHER,,A281,
0001065,117299,3-DR-90,LOPRESOR PH,DARREICHUNGSFORM,TABLETTE HALBIERT,,A2B1,
0001146,111059,3-OR-90,MODULAN PH,KNETMASSE LEPRA GRIP-AID,WERKZEUGE,P/50815,D/88,A282
00041,119448,2-OR-91,PH PRODUKTION,K-376 K-377,,F/HERSBERGER,D/90,AICI
000611,110605,3-DR-90,CIBALGIN PH,SAUDI ARABIEN 89,DOKUMENTATION ENGLISCH,! S/BUEHLER,! D/89,! AZA3
000579,110559,3-DR-90,BRADORAL PH,SELF MEDICATION,,! WERBEDOKUMENTATION,! D/87 BB,! A2A2
000848,11077,3-DR-90,HEMERAN PH CH OTC,SF 88 89 HEMERVEN,,,A2A8,
0001294,121792,3-DR-92,NITRODERM TTS PH,PFLASTER GRAFIK TENNIS,,F/BARABINO,REPRO,AZB3
000914,117 421,-DU-90,MAGAZIN 2/90 S.24,BLUTEGEL HIRUDO MEDICINALIS,,P/23002,D/90,H2A1
000129,106993,2-OR-88,PH PRODUKTION,WSH-2112,REGLER ROT,F/MACK,D/88,A1C3
000973,118455,1-OR-91,LOCACORTEN PH,VERKRUSTETE ERDE RISSIG,,D/91,A2B1,
0001817,114887,2-DR-90,PATIENT PH,FRAU SPITAL BETT GLAS,KRANKENSCHWESTER TABLETTE,,,A1B1
0002,115040,2-DR-90,ARZT + PATIENT PH,KLEINKIND VATER ARZT,SCHWARZ,,A1B1,
0001001,110933,3-OR-90,LOCASALEN PH,FISCHE,,,A2B1,
0001771,114912,2-DR-90,PATIENT PH,FRAU ALT KUECHE SITZEN,,,A1B1,
0001304,111115,1-OR-90,NITRODERM TTS PH,COMPUTER MOLEKUEL,,P/32817/1,S/EMMENEGGER D/89,A2B3
000208,115187,1-DR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITERIN ANALYSE,,A1C4,
000537,118281,2-DR-91,BRADORAL PH,STANDARD CARD DUBAI,FRAU PATIENT GESICHT HALS,SCHMERZ P/42243,D/91,A2A2
0001542,10840B,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001060,110962,3-OR-90,LOPRESOR PH,TABLETTEN,DARREICHUNGSFORM,P/15518,A2B1,
00063,117161,2-00-90,PY PRODUKTION K-693,PILOTANLAGE,MITARBEITER,| 0/90,| AIC1,
000517,110533,3-DU-90,ANDURSIL PH CH OTC,PACKUNG KAUTABLETTEN,LOESUNG,D/89 PH CH OTC,A2A1,
000448,117315,3-OR-90,SVP,SERVIDOXYNE 100MG,KAPSELN BLISTER,,A1D3,
0001922,115006,2-QR-90,ARZT. PATIENT + SWJET PH,PATIENTIN ARZT OHREN,UNTERSUCHUNG,,:A1B1,
000166,106984,2-DR-88,PH PRODUKTION,WSH-2112,,F/MACK,D/88,A1C3
0001434,111387,3-OR-90,OTRIVIN OTRINOL PH CH OTC,GANNE,,D/89,A2B4,
0001976,115320,Z-DR-90,ARZT. PATIENT + SUJET PH,FRAU SPITAL BETT,KRANKENSCHWESTER,,A1B1,
000990,111540,2-OR-90,RENGASIL PH,MANN PATIENT ARZT FUSS,UNTERSUCHEN,A2CI,,
0001940,116658,2-DR-90,PATIENTEN PH,MANN FRAU HUECKEN STICHE,KRATZEN,D/89,A1B1,
000123,106989,2-QR-88,PH PRODUKTION,WSH-2112 ABFUELLEN,LOESUNGSMITTEL MITARBEITER,SCHUTZBEKLEIDUNG,F/MACK D/BB,A1C3
000988,111556,3-OR-90,RENGASIL PH,KAPSELN 200 GRUEN GELB,400 ROT GELB,,AZCI,
000516,110533,3-OR-90,ANDURSIL PH CH OTC,PACKUNG KAUTABLETTEN,LOESUNG,D/89 PH CH OTC,,A2A1
0001956,114866,1-DR-90,PATIENT PH,JUGGEN FAMILIE WALDRAND,,,A1B1,
000401,115131,3-OR-90,SVP,BETALACTAM VIAL,FLASCHE,P/32847,A103,
0001103,110997,3-DU-90,LUDIOMIL PH,STOFF FLICKEN BLAU WEISS,ORANGE ROT GELB,,D/89,A2B1
0001051,110944,3-OR-90,LOPRESOR PH,SAUDI ARABIEN DETAILING AID,BLUTDRUCKMESSER,P/32551/2,D/88,A2B1
0001648,108468,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,STERILE DARREICHUNGSFORMEN,MITARBEITERIN,D/88,A1A7
000753,123714,3-OR-94,FORADIL PH,TITEL,,| F/ALLCOMM,D/94,A2A6
0001865,117962,2-08-91,PATIENT PH,MANN RUECKEN SCHMERZ KOPF,RUECKENSCHMERZEN,KOPFSCHMERZEN,A1B1,
0001561,108419,2-DR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
0001637,108435,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,TABLETTEN MITARBEITER,FESTE DANNEICHUNGS PRÜFUNG,D/88,A1A7
0001428,116621,3-DU--90,OTRIVIN PH CH OTC,SCHAUFENSTER,,S/TARGA P/34480,D/90 91,A284
0001165,111067,3-OR-90,NEO-CIBALGIN PH CH OTC,PACKUNG 10 TABLETTEN,,,D/89,A2B3
0007,115020,2-DR-90,ARZT + PATIENT PH,FRAU ALT SPITAL BETT,KRANKENSCHWESTER BEGRUESSEN,I,I,I AIBI
0001715,108493,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,UEBRIGE DARREICHUNGSFORMEN,,D/88,A1A7
000150,107024,2-OR-88,PH PRODUKTION,WSH-2112,ROEHREN,! F/MACK,! D/88,! A1C3
0001449,111606,3-DU-90,DTRIVIN OTRINOL PH CH OTC,SCHAUFENSTER,,P/34114 P/31721,D/88 S/SCHEIDEGGER,A2B4
000982,118804,3-DR-91,LOCACORTEN PH,TUBE PACKUNG 15 G VIOFORME,CREME,! P/32846,! D/91,! A281
0001888,117945,2-OR-91,PATIENT PH,MANN ZAHN SCHMERZ,ZAHNSCHMERZEN,,A1B1,
000566,110545,3-OR-90,BRADORAL SPRAY PH,DOKUMENTATION ISRAEL,PLASTIKTASCHE,,D/89,A2A2
0001425,116623,3-DU-90,OTRIVIN PH CH OTC,,VERKAUFSSTELLER,S/TARGA P/34476,,AZB4
0001232,111110,3-OR-90,NITRODERM TTS PH,PFLASTER,,,Q/NDF,A2B3
0001822,114877,3-QR-90,PATIENT PH,MANN ZEITLUPE AUFSTEHEN,SITZEN STEHEN SCHMERZ,,,AiB1
0001863,117959,2-08-91,PATIENT PH,MANN RUECKEN SCHMERZ,RUECKENSCHMERZEN,!,! A1B1,
000309,115213,1-OR-90,PH PRODUKTION,WST QUALITAETSKONTROLLE,MITARBEITER ANALYSE KAFSELN,,,A1C4
0001112,111002,3-OR-90,LUDIOMIL PH,PACKUNGEN,LUDIOMIL 75 TABLETTEN 20,,A2B1,
0001027,117339,2-OR-90,LOGROTON PH,TABLETTE AUFLOESUNG,,,A2B1,
000377,115093,1-DR-90,SVP,PRODUKTION VERSAND,MITARBEITER FLIESBAND,,A1DZ,
000899,110766,3-DR-90,HEMERAN PH CH OTC,MAILING,EINFUEHRUNG,D/2.89,A2AB,
000678,113086,3-OR-90,ESTRADERM TTS PH,PACKUNG,PFLASTER,D/90,A2A5,
000639,121336,3-OR-92,ESTRACOMB TTS PH,KOMBINATION,,F/HAEFLIGER,D/92,A2A5
0001562,108355,2-OR-89,PH FORSCHUNG,PHARMAZEUTISCHE ENTWICKLUNG,FESTE DARREICHUNGSFORMEN,,D/88,A1A7
